#{"t_start": 1703693237.3254905, "env_id": "None"}
r,l,t
0.0,164,117.447099
0.0,164,117.447099
0.0,164,117.447099
0.0,164,117.447099
0.0,164,117.447099
0.0,164,117.447099
0.0,164,117.447099
1.0,164,117.447099
0.0,164,117.447099
0.0,164,117.447099
0.0,164,117.448129
0.0,164,117.448129
0.0,164,117.448129
0.0,164,117.448129
0.0,164,117.448129
1.0,164,117.448129
0.0,164,117.448129
0.0,164,117.448129
0.0,164,117.448129
0.0,164,117.448129
0.0,164,117.448129
0.0,164,117.448129
0.0,164,117.448129
0.0,164,117.448129
0.0,164,117.448129
0.0,164,117.448129
0.0,164,117.448129
0.0,164,117.448129
0.0,184,123.159857
1.0,184,123.160821
0.0,184,123.160821
0.0,184,123.160821
0.0,164,165.018116
0.0,164,165.018116
0.0,164,165.018116
0.0,164,165.018116
0.0,164,165.018116
0.0,164,165.018116
0.0,164,165.018116
0.0,164,165.018116
0.0,164,165.018116
0.0,164,165.018116
0.0,164,165.019081
0.0,164,165.019081
0.0,164,165.019081
0.0,164,165.019081
0.0,164,165.019081
0.0,164,165.019081
0.0,164,165.019081
0.0,164,165.019081
1.0,164,165.019081
0.0,164,165.019081
0.0,164,165.019081
0.0,164,165.019081
0.0,164,165.019081
1.0,164,165.019081
0.0,164,165.019081
0.0,164,165.019081
0.0,164,165.019081
0.0,164,165.019081
1.0,164,170.979295
0.0,164,170.979295
0.0,164,170.979295
0.0,164,170.979295
0.0,164,214.796307
0.0,164,214.796307
0.0,164,214.796307
1.0,164,214.796307
0.0,164,214.796307
0.0,164,214.796307
0.0,164,214.796307
0.0,164,214.796307
0.0,164,214.796307
0.0,164,214.796307
0.0,164,214.796307
0.0,164,214.796307
0.0,164,214.796307
0.0,164,214.796307
0.0,164,214.796307
0.0,164,214.796307
0.0,164,214.796307
0.0,164,214.796307
1.0,164,214.796307
0.0,164,214.796307
1.0,164,214.796307
0.0,164,214.796307
0.0,164,214.796307
0.0,164,214.796307
1.0,204,227.244359
1.0,204,227.244359
0.0,204,227.244359
0.0,204,227.244359
0.0,184,227.244359
0.0,184,227.244359
0.0,184,227.244359
1.0,184,227.244359
0.0,164,269.136027
0.0,164,269.137028
0.0,164,269.137028
0.0,164,269.137028
0.0,164,269.137028
0.0,164,269.137028
0.0,164,269.137028
0.0,164,269.137028
0.0,164,269.137028
0.0,164,269.137028
0.0,164,269.137028
1.0,164,269.137028
0.0,164,269.137028
0.0,164,269.137028
1.0,164,269.137028
0.0,164,269.137028
0.0,164,269.137028
0.0,164,269.137028
0.0,164,269.137028
0.0,164,269.137028
0.0,184,275.714967
1.0,184,275.714967
1.0,184,275.714967
0.0,184,275.714967
0.0,164,286.768912
0.0,164,286.768912
0.0,164,286.768912
0.0,164,286.768912
0.0,164,286.768912
0.0,164,286.768912
0.0,164,286.768912
0.0,164,286.768912
0.0,164,355.358819
0.0,164,355.358819
0.0,164,355.358819
0.0,164,355.360327
0.0,164,355.360327
0.0,164,355.360327
0.0,164,355.360327
0.0,164,355.360327
0.0,164,355.360327
0.0,164,355.360327
1.0,164,355.360327
0.0,164,355.360327
0.0,184,366.689637
0.0,184,366.689637
0.0,184,366.689637
1.0,184,366.689637
1.0,184,366.69067
0.0,184,366.69067
0.0,184,366.690761
1.0,184,366.690761
0.0,164,366.690761
0.0,164,366.690761
1.0,164,366.690761
0.0,164,366.690761
0.0,164,379.273722
0.0,164,379.274763
0.0,164,379.274763
0.0,164,379.274763
1.0,164,379.274763
0.0,164,379.274763
0.0,164,379.274763
0.0,164,379.274763
0.0,164,461.795774
0.0,164,461.795774
0.0,164,461.795774
0.0,164,461.795774
0.0,164,461.795774
0.0,164,461.795774
0.0,164,461.795774
0.0,164,461.795774
0.0,184,474.533515
0.0,184,474.533515
2.0,184,474.533515
0.0,184,474.533515
0.0,164,474.533515
0.0,164,474.533515
0.0,164,474.533515
0.0,164,474.533515
0.0,164,474.533515
0.0,164,474.533515
0.0,164,474.533515
0.0,164,474.534896
0.0,164,484.285653
0.0,164,484.285653
0.0,164,484.285653
0.0,164,484.285653
1.0,184,484.285653
0.0,184,484.285653
0.0,184,484.285653
0.0,184,484.285653
0.0,204,506.162056
2.0,204,506.162056
0.0,204,506.162056
1.0,204,506.162056
0.0,164,560.424969
2.0,164,560.425966
0.0,164,560.425966
0.0,164,560.425966
0.0,164,573.547958
0.0,164,573.547958
0.0,164,573.547958
0.0,164,573.547958
0.0,164,573.547958
0.0,164,573.547958
0.0,164,573.548955
0.0,164,573.548955
1.0,184,573.548955
0.0,184,573.548955
0.0,184,573.548955
0.0,184,573.548955
0.0,164,573.548955
0.0,164,573.548955
0.0,164,573.548955
0.0,164,573.548955
0.0,164,587.765799
0.0,164,587.765799
0.0,164,587.765799
0.0,164,587.765799
0.0,164,587.766829
0.0,164,587.766829
0.0,164,587.766829
0.0,164,587.766829
0.0,164,612.047295
0.0,164,612.047295
0.0,164,612.047295
0.0,164,612.047295
0.0,164,670.843413
0.0,164,670.843413
0.0,164,670.844373
0.0,164,670.844373
0.0,164,685.184598
0.0,164,685.184598
0.0,164,685.184598
0.0,164,685.185597
0.0,164,685.185597
0.0,164,685.185597
0.0,164,685.185597
1.0,164,685.185597
0.0,164,685.185597
0.0,164,685.185597
0.0,164,685.185597
0.0,164,685.185597
0.0,184,699.061096
0.0,184,699.061096
1.0,184,699.061096
0.0,184,699.061096
2.0,164,699.061096
0.0,164,699.061096
0.0,164,699.061096
0.0,164,699.061096
0.0,164,699.061096
0.0,164,699.061096
0.0,164,699.061096
0.0,164,699.061096
0.0,164,727.199098
0.0,164,727.199098
0.0,164,727.199098
0.0,164,727.199098
0.0,164,786.308741
0.0,164,786.308741
0.0,164,786.308741
0.0,164,786.308741
0.0,164,799.046508
0.0,164,799.047515
0.0,164,799.047515
0.0,164,799.047515
0.0,164,799.047515
0.0,164,799.047515
0.0,164,799.047515
0.0,164,799.047515
0.0,164,799.047515
0.0,164,799.047515
0.0,164,799.047515
0.0,164,799.047515
0.0,150,802.968791
0.0,150,802.968791
0.0,150,802.969789
0.0,150,802.969789
0.0,164,812.585814
0.0,164,812.585814
0.0,164,812.585814
1.0,164,812.585814
0.0,184,825.385245
0.0,184,825.385245
0.0,184,825.385245
1.0,184,825.385245
0.0,164,833.035386
0.0,164,833.035386
0.0,164,833.035386
0.0,164,833.035386
0.0,164,862.175162
0.0,164,862.175162
0.0,164,862.175162
0.0,164,862.175162
0.0,164,868.410168
0.0,164,868.410168
0.0,164,868.410168
0.0,164,868.410168
0.0,164,868.410168
0.0,164,868.410168
0.0,164,868.410168
0.0,164,868.410168
0.0,164,868.410168
0.0,164,868.410168
0.0,164,868.410168
0.0,164,868.410168
0.0,164,870.294051
0.0,164,870.294051
0.0,164,870.294051
0.0,164,870.294051
0.0,164,874.740553
0.0,164,874.740553
0.0,164,874.740553
0.0,164,874.740553
0.0,164,881.040869
0.0,164,881.041898
0.0,164,881.041898
0.0,164,881.041898
0.0,184,894.067295
0.0,184,894.067295
1.0,184,894.067295
0.0,184,894.067295
0.0,164,915.613585
0.0,164,915.613585
0.0,164,915.613585
0.0,164,915.613585
0.0,164,922.166963
0.0,164,922.166963
0.0,164,922.166963
